Title,(1980s),(1990s),(2000s),(2010s),(2020s),Pop,Rock,Counrty,Folk,Dance,Grunge,Love,Metal,Classic,Funk,Electric,Acoustic,Indie,Jazz,SoundTrack,Rap
Poker Face,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Knights of Cydonia,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonely Day,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A Day in the Life,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I Am The Highway,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disciples,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dance of Death,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
All The Stars (with SZA),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Something,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Trooper,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stubborn Love,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Cure for the Itch,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Locked Away,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Time Is Running Out,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shake It Out,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I Hate Everything About You,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Middle,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mother We Share,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hall of Fame,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misty Mountain Hop,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Landslide,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
What Do You Want From Me,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unforgettable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Money - 2011 Remastered Version,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Summer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hysteria,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumb,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9 Crimes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Dangerous Woman,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachutes,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hips Don't Lie,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love Me Like You Do - From ""Fifty Shades of Grey""",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
On hold,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Believe,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Like Real People Do,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beat It,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breakeven,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
princess of china,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Last Time,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stan,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Run Like Hell,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Divenire,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Perfect Strangers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spirits,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
B.Y.O.B.,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Behind Blue Eyes,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SexyBack,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politik,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Song,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Speed,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High by the Beach,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Game of Love,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bridge over Troubled Water,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yes I'm Changing,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
(Everything I Do) I Do It for You,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shine,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Too Good at Goodbyes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anesthetize,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lips of Ashes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Can Almost See You,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Look What You Made Me Do,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cowboys from Hell,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
When I Was Your Man,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
By Myself,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hit the Floor,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Slide,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
O,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secrets,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All I Want,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
My Girl,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cecilia,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Can't Help Falling in Love,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Finally Moving,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Who Are You,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bang My Head (feat. Sia & Fetty Wap),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boy 1904,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear of the Dark,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Breaking the Law,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Battle of Evermore,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Stuck in the Middle With You,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Superheroes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardwired,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Opening,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thrift Shop (feat. Wanz),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Closer,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gold on the Ceiling,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellow Submarine,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Iron Lung,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patience,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Superstition,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sorry Not Sorry,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Within,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Talk Is Cheap,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cool Girl,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Death with Dignity,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Youth,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Everybody's Changing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Put Your Records On,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iridescent,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Joker,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Speak to Me,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Near Light,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nothing's Gonna Hurt You Baby,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September Song,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breach,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
The Stars in Spring,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Polly,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Number,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Feeling Good,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No Rain,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Interstate Love Song,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
So What,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wolves,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aquarium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Here For You,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Send Receive,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soul Meets Body,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Island in the Sun,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Du hast,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good Life,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Moon,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Laid to Rest,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aqualung,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come and Get Your Love,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
An Ending (Ascent),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You’re So Very Far Away,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Eleanor Rigby,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guerrilla Radio,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Oddity,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Habits (Stay High),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
White Flag,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Deeds Done Dirt Cheap,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Americana,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Slow Hands,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Space Song,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genghis Khan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bohemian Rhapsody - Remastered 2011,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How Long,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Start of Something Beautiful,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here Comes The Sun - Remastered,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wake Up,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wish You Were Here,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Kids,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Contact,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ELEMENT.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
God's Plan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wish You Were Here - 2011 Remastered Version,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Þú ert jörðin,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Drive Home,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mardy Bum,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bodysnatchers,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Message,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Figure.09,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Knockin' on Heaven's Door,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
All Day and All of the Night,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
My December,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
My Sacrifice,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silence,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Once In A While,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ether,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dil Se Re,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diamonds,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battery,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Forgotten,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lebanese Blonde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rocket Man (I Think It's Going to Be a Long Long Time),1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Life in the Fast Lane,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Twentytwofourteen,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
